chr16:53763996C>G.1	TFAP2A	M1838_1.02	cisbp_1.02	0.6345	0.6345	2	16	2	16	plus	plus	NA	0.0000
chr16:53763996C>G.1	NFIL3	M1857_1.02	cisbp_1.02	0.6728	0.6728	5	15	5	15	plus	plus	NA	0.0000
chr16:53763996C>G.1	HLF	M1875_1.02	cisbp_1.02	0.7558	0.7734	-14	-3	-3	8	minus	minus	gain	0.0373
chr16:53763996C>G.1	NHLH1	M1880_1.02	cisbp_1.02	0.5744	0.6694	-12	-1	-7	4	plus	minus	gain	0.1517
chr16:53763996C>G.1	MAX	M1889_1.02	cisbp_1.02	0.6745	0.6745	-9	0	-9	0	minus	minus	NA	0.0000
chr16:53763996C>G.1	USF1	M1917_1.02	cisbp_1.02	0.7159	0.7159	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	CEBPA	M1925_1.02	cisbp_1.02	0.6990	0.7575	1	11	-2	8	minus	minus	gain	0.1178
chr16:53763996C>G.1	EBF1	M1968_1.02	cisbp_1.02	0.6613	0.6613	-11	-1	-11	-1	minus	minus	NA	0.0000
chr16:53763996C>G.1	CEBPB	M2268_1.02	cisbp_1.02	0.6926	0.7572	0	10	-3	7	plus	plus	gain	0.1299
chr16:53763996C>G.1	FOS	M2278_1.02	cisbp_1.02	0.6815	0.7578	-7	3	-2	8	plus	plus	gain	0.1533
chr16:53763996C>G.1	FOSL1	M2279_1.02	cisbp_1.02	0.6456	0.7395	-7	3	-2	8	minus	minus	gain	0.1786
chr16:53763996C>G.1	FOSL2	M2280_1.02	cisbp_1.02	0.7168	0.7245	-14	-4	-3	7	minus	plus	gain	0.0142
chr16:53763996C>G.1	JUN	M2289_1.02	cisbp_1.02	0.6547	0.6905	-6	6	-2	10	minus	minus	gain	0.0605
chr16:53763996C>G.1	JUN	M2290_1.02	cisbp_1.02	0.7004	0.7815	-14	-1	-1	12	minus	minus	gain	0.1747
chr16:53763996C>G.1	JUNB	M2291_1.02	cisbp_1.02	0.6840	0.7019	-14	-4	-1	9	minus	minus	gain	0.0312
chr16:53763996C>G.1	JUND	M2292_1.02	cisbp_1.02	0.6445	0.6971	-7	3	-2	8	minus	plus	gain	0.0902
chr16:53763996C>G.1	JUND	M2293_1.02	cisbp_1.02	0.6945	0.7537	-3	11	-3	11	minus	minus	gain	0.1179
chr16:53763996C>G.1	MAFF	M2295_1.02	cisbp_1.02	0.6525	0.6048	-7	10	-9	8	minus	minus	loss	-0.0737
chr16:53763996C>G.1	MAFK	M2296_1.02	cisbp_1.02	0.6424	0.6195	-5	9	-10	4	minus	plus	loss	-0.0347
chr16:53763996C>G.1	TFAP2C	M2320_1.02	cisbp_1.02	0.6459	0.6459	2	16	2	16	minus	minus	NA	0.0000
chr16:53763996C>G.1	USF2	M2322_1.02	cisbp_1.02	0.7252	0.7252	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	SREBF1	M2387_1.02	cisbp_1.02	0.6405	0.6734	-6	3	-6	3	minus	plus	gain	0.0534
chr16:53763996C>G.1	SREBF2	M2388_1.02	cisbp_1.02	0.6339	0.6339	3	12	3	12	minus	minus	NA	0.0000
chr16:53763996C>G.1	AHR	M2917_1.02	cisbp_1.02	0.5674	0.6249	-3	14	-9	8	plus	minus	gain	0.0837
chr16:53763996C>G.1	TFAP2A	M2934_1.02	cisbp_1.02	0.7556	0.7556	-10	-2	-10	-2	minus	minus	NA	0.0000
chr16:53763996C>G.1	TFAP2C	M2939_1.02	cisbp_1.02	0.6927	0.6927	6	14	6	14	plus	plus	NA	0.0000
chr16:53763996C>G.1	TFAP4	M2943_1.02	cisbp_1.02	0.6506	0.6692	-9	8	-9	8	plus	plus	gain	0.0299
chr16:53763996C>G.1	TFAP4	M2944_1.02	cisbp_1.02	0.7136	0.7353	-6	3	-6	3	minus	minus	gain	0.0412
chr16:53763996C>G.1	TFAP4	M2947_1.02	cisbp_1.02	0.7120	0.7425	-6	3	-6	3	minus	minus	gain	0.0591
chr16:53763996C>G.1	ARNT	M2956_1.02	cisbp_1.02	0.6862	0.7010	-13	2	-13	2	plus	plus	gain	0.0257
chr16:53763996C>G.1	ARNT	M2957_1.02	cisbp_1.02	0.5046	0.5676	-8	11	-11	8	plus	plus	gain	0.0818
chr16:53763996C>G.1	ATF6	M2978_1.02	cisbp_1.02	0.6955	0.6955	4	11	4	11	minus	minus	NA	0.0000
chr16:53763996C>G.1	BACH1	M2979_1.02	cisbp_1.02	0.5418	0.6058	-9	5	-4	10	minus	plus	gain	0.0895
chr16:53763996C>G.1	BACH2	M2980_1.02	cisbp_1.02	0.7221	0.7922	-2	8	-2	8	plus	plus	gain	0.1566
chr16:53763996C>G.1	CEBPA	M3031_1.02	cisbp_1.02	0.7838	0.8017	-7	5	-7	5	minus	minus	gain	0.0416
chr16:53763996C>G.1	CEBPA	M3032_1.02	cisbp_1.02	0.6533	0.7481	-1	12	-4	9	plus	plus	gain	0.1846
chr16:53763996C>G.1	CEBPB	M3035_1.02	cisbp_1.02	0.7973	0.7593	-1	12	-1	12	minus	minus	loss	-0.0868
chr16:53763996C>G.1	CEBPB	M3036_1.02	cisbp_1.02	0.7319	0.7678	-8	5	-4	9	plus	plus	gain	0.0748
chr16:53763996C>G.1	CEBPA	M3040_1.02	cisbp_1.02	0.7374	0.6824	-11	6	-5	12	minus	plus	loss	-0.1048
chr16:53763996C>G.1	CEBPA	M3047_1.02	cisbp_1.02	0.6675	0.7949	-8	5	-4	9	plus	plus	gain	0.2816
chr16:53763996C>G.1	CREB1	M3083_1.02	cisbp_1.02	0.6576	0.6576	4	11	4	11	plus	plus	NA	0.0000
chr16:53763996C>G.1	CREB1	M3084_1.02	cisbp_1.02	0.6868	0.6729	-9	2	0	11	plus	plus	loss	-0.0233
chr16:53763996C>G.1	ATF2	M3087_1.02	cisbp_1.02	0.6643	0.6643	-1	6	-1	6	minus	minus	NA	0.0000
chr16:53763996C>G.1	ATF2	M3088_1.02	cisbp_1.02	0.7156	0.7807	-3	8	-3	8	minus	minus	gain	0.1404
chr16:53763996C>G.1	CREB1	M3089_1.02	cisbp_1.02	0.6646	0.7559	-3	8	-3	8	minus	minus	gain	0.1819
chr16:53763996C>G.1	CREB1	M3090_1.02	cisbp_1.02	0.6497	0.7430	-3	8	-3	8	minus	minus	gain	0.1792
chr16:53763996C>G.1	TCF3	M3154_1.02	cisbp_1.02	0.6376	0.6453	0	14	-8	6	plus	minus	gain	0.0117
chr16:53763996C>G.1	TCF3	M3155_1.02	cisbp_1.02	0.6217	0.6484	-13	2	-9	6	plus	minus	gain	0.0410
chr16:53763996C>G.1	NFIL3	M3156_1.02	cisbp_1.02	0.6829	0.6829	-3	8	-3	8	plus	plus	NA	0.0000
chr16:53763996C>G.1	NHLH1	M3375_1.02	cisbp_1.02	0.5549	0.6363	-12	9	-12	9	plus	plus	gain	0.1211
chr16:53763996C>G.1	NHLH1	M3376_1.02	cisbp_1.02	0.5750	0.6577	-12	9	-12	9	minus	minus	gain	0.1289
chr16:53763996C>G.1	HLF	M3393_1.02	cisbp_1.02	0.7613	0.7902	-2	7	-2	7	plus	plus	gain	0.0646
chr16:53763996C>G.1	XBP1	M3447_1.02	cisbp_1.02	0.6182	0.6194	-14	9	-14	9	minus	minus	gain	0.0017
chr16:53763996C>G.1	MAX	M3539_1.02	cisbp_1.02	0.6919	0.6841	-12	1	-12	1	minus	minus	loss	-0.0132
chr16:53763996C>G.1	ARID5B	M3574_1.02	cisbp_1.02	0.6908	0.6917	-4	9	-4	9	plus	plus	NA	0.0000
chr16:53763996C>G.1	MYOD1	M3589_1.02	cisbp_1.02	0.7070	0.7611	-11	0	-7	4	plus	minus	gain	0.1102
chr16:53763996C>G.1	MYOD1	M3591_1.02	cisbp_1.02	0.7253	0.7253	-10	-1	-10	-1	minus	minus	NA	0.0000
chr16:53763996C>G.1	NFE2	M3617_1.02	cisbp_1.02	0.7813	0.7283	-8	2	-8	2	minus	minus	loss	-0.1148
chr16:53763996C>G.1	MYCN	M3642_1.02	cisbp_1.02	0.6772	0.6772	2	13	2	13	minus	minus	NA	0.0000
chr16:53763996C>G.1	SREBF1	M3944_1.02	cisbp_1.02	0.6110	0.6226	2	12	-6	4	plus	minus	gain	0.0168
chr16:53763996C>G.1	SREBF1	M3945_1.02	cisbp_1.02	0.5456	0.5456	2	12	2	12	minus	minus	NA	0.0000
chr16:53763996C>G.1	CREB1	M4012_1.02	cisbp_1.02	0.6020	0.6223	-11	3	-2	12	plus	plus	gain	0.0294
chr16:53763996C>G.1	CREB1	M4013_1.02	cisbp_1.02	0.4944	0.5489	1	15	1	15	plus	plus	gain	0.0684
chr16:53763996C>G.1	NFE2L1	M4030_1.02	cisbp_1.02	0.7500	0.7458	-10	2	-10	2	minus	minus	loss	-0.0083
chr16:53763996C>G.1	USF1	M4080_1.02	cisbp_1.02	0.6767	0.6668	-12	1	-12	1	minus	minus	loss	-0.0162
chr16:53763996C>G.1	USF1	M4081_1.02	cisbp_1.02	0.6826	0.6788	-12	1	-12	1	minus	minus	loss	-0.0063
chr16:53763996C>G.1	USF1	M4086_1.02	cisbp_1.02	0.6861	0.6861	4	11	4	11	plus	plus	NA	0.0000
chr16:53763996C>G.1	TEF	M4088_1.02	cisbp_1.02	0.7478	0.7690	-2	7	-2	7	minus	minus	gain	0.0444
chr16:53763996C>G.1	XBP1	M4101_1.02	cisbp_1.02	0.7594	0.7501	-14	2	-14	2	minus	minus	loss	-0.0189
chr16:53763996C>G.1	USF1	M4429_1.02	cisbp_1.02	0.6324	0.6324	-14	0	-14	0	minus	minus	NA	0.0000
chr16:53763996C>G.1	ATF3	M4451_1.02	cisbp_1.02	0.6640	0.6640	-10	0	-10	0	minus	minus	NA	0.0000
chr16:53763996C>G.1	BATF	M4452_1.02	cisbp_1.02	0.7262	0.7497	0	14	0	14	minus	minus	gain	0.0465
chr16:53763996C>G.1	JUND	M4464_1.02	cisbp_1.02	0.6419	0.6826	-7	11	-2	16	plus	plus	gain	0.0675
chr16:53763996C>G.1	MAX	M4465_1.02	cisbp_1.02	0.6849	0.6849	-12	0	-12	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	TCF12	M4479_1.02	cisbp_1.02	0.6638	0.6617	-9	1	4	14	minus	minus	loss	-0.0033
chr16:53763996C>G.1	USF1	M4480_1.02	cisbp_1.02	0.6217	0.6168	-13	1	-12	2	minus	plus	loss	-0.0071
chr16:53763996C>G.1	USF2	M4481_1.02	cisbp_1.02	0.6321	0.6321	-14	0	-14	0	minus	minus	NA	0.0000
chr16:53763996C>G.1	ATF3	M4500_1.02	cisbp_1.02	0.6810	0.6810	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	JUN	M4501_1.02	cisbp_1.02	0.6209	0.6594	-11	8	-13	6	minus	plus	gain	0.0605
chr16:53763996C>G.1	JUND	M4506_1.02	cisbp_1.02	0.6284	0.6995	-14	-4	-3	7	minus	plus	gain	0.1224
chr16:53763996C>G.1	MAX	M4507_1.02	cisbp_1.02	0.7083	0.7068	-9	1	-9	1	minus	minus	loss	-0.0027
chr16:53763996C>G.1	TCF12	M4513_1.02	cisbp_1.02	0.6772	0.6772	-9	-2	-9	-2	minus	minus	NA	0.0000
chr16:53763996C>G.1	USF1	M4514_1.02	cisbp_1.02	0.6414	0.6414	-14	0	-14	0	minus	minus	NA	0.0000
chr16:53763996C>G.1	USF2	M4515_1.02	cisbp_1.02	0.6399	0.6320	-14	1	-14	1	minus	minus	loss	-0.0119
chr16:53763996C>G.1	TFAP2A	M4524_1.02	cisbp_1.02	0.5765	0.5835	-11	3	-12	2	minus	plus	gain	0.0094
chr16:53763996C>G.1	TFAP2C	M4525_1.02	cisbp_1.02	0.6646	0.6586	1	15	1	15	minus	minus	loss	-0.0096
chr16:53763996C>G.1	CEBPB	M4529_1.02	cisbp_1.02	0.7047	0.7630	-14	-1	-3	10	minus	minus	gain	0.1193
chr16:53763996C>G.1	FOS	M4530_1.02	cisbp_1.02	0.6170	0.7117	-9	3	-2	10	minus	plus	gain	0.1675
chr16:53763996C>G.1	JUN	M4531_1.02	cisbp_1.02	0.6542	0.7166	-7	3	-2	8	minus	plus	gain	0.1123
chr16:53763996C>G.1	MYC	M4532_1.02	cisbp_1.02	0.7049	0.7049	-9	0	-9	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	JUND	M4541_1.02	cisbp_1.02	0.5752	0.6728	-12	2	-3	11	plus	plus	gain	0.1570
chr16:53763996C>G.1	MAX	M4542_1.02	cisbp_1.02	0.6957	0.6957	-11	-1	-11	-1	minus	minus	NA	0.0000
chr16:53763996C>G.1	MXI1	M4543_1.02	cisbp_1.02	0.7343	0.7347	-8	2	-8	2	minus	minus	NA	0.0000
chr16:53763996C>G.1	USF2	M4550_1.02	cisbp_1.02	0.6747	0.6747	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	ATF3	M4552_1.02	cisbp_1.02	0.6929	0.6929	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	BHLHE40	M4553_1.02	cisbp_1.02	0.6622	0.6622	2	11	2	11	plus	plus	NA	0.0000
chr16:53763996C>G.1	CEBPB	M4556_1.02	cisbp_1.02	0.7224	0.7665	-14	-4	-3	7	plus	plus	gain	0.0914
chr16:53763996C>G.1	JUN	M4557_1.02	cisbp_1.02	0.6711	0.6945	-7	7	-3	11	plus	plus	gain	0.0400
chr16:53763996C>G.1	MYC	M4558_1.02	cisbp_1.02	0.7142	0.7142	-10	0	-10	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	FOSL2	M4565_1.02	cisbp_1.02	0.5963	0.6957	-11	2	-2	11	minus	minus	gain	0.1688
chr16:53763996C>G.1	JUND	M4570_1.02	cisbp_1.02	0.6337	0.7201	-6	6	-1	11	minus	minus	gain	0.1563
chr16:53763996C>G.1	JUND	M4571_1.02	cisbp_1.02	0.7207	0.7455	-8	6	-5	9	plus	minus	gain	0.0485
chr16:53763996C>G.1	MAFF	M4572_1.02	cisbp_1.02	0.6172	0.6677	-5	9	-5	9	minus	minus	gain	0.0808
chr16:53763996C>G.1	MAFK	M4573_1.02	cisbp_1.02	0.6553	0.6553	3	15	3	15	minus	minus	NA	0.0000
chr16:53763996C>G.1	USF1	M4578_1.02	cisbp_1.02	0.6642	0.6642	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	USF2	M4579_1.02	cisbp_1.02	0.6379	0.6351	-11	1	-11	1	plus	plus	loss	-0.0042
chr16:53763996C>G.1	FOS	M4590_1.02	cisbp_1.02	0.6685	0.7470	-14	-4	-3	7	plus	minus	gain	0.1529
chr16:53763996C>G.1	JUN	M4591_1.02	cisbp_1.02	0.6557	0.7323	-6	8	-7	7	minus	plus	gain	0.1434
chr16:53763996C>G.1	MAX	M4596_1.02	cisbp_1.02	0.6964	0.6848	-11	1	-11	1	minus	minus	loss	-0.0199
chr16:53763996C>G.1	ATF3	M4597_1.02	cisbp_1.02	0.6808	0.7222	2	11	-1	8	plus	minus	gain	0.0758
chr16:53763996C>G.1	CEBPB	M4606_1.02	cisbp_1.02	0.6879	0.7567	-2	11	-5	8	minus	minus	gain	0.1380
chr16:53763996C>G.1	FOS	M4607_1.02	cisbp_1.02	0.6333	0.7062	-12	2	-3	11	plus	plus	gain	0.1276
chr16:53763996C>G.1	JUN	M4608_1.02	cisbp_1.02	0.6330	0.7224	-7	3	-2	8	minus	minus	gain	0.1627
chr16:53763996C>G.1	MYC	M4609_1.02	cisbp_1.02	0.7199	0.7199	-10	0	-10	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	MYC	M4610_1.02	cisbp_1.02	0.7339	0.7339	-10	0	-10	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	FOSL1	M4619_1.02	cisbp_1.02	0.6409	0.6913	-14	-4	-1	9	minus	minus	gain	0.0853
chr16:53763996C>G.1	JUNB	M4623_1.02	cisbp_1.02	0.6271	0.6896	-10	4	-3	11	minus	plus	gain	0.1052
chr16:53763996C>G.1	JUND	M4624_1.02	cisbp_1.02	0.6539	0.6831	-7	6	-3	10	plus	plus	gain	0.0485
chr16:53763996C>G.1	JUND	M4625_1.02	cisbp_1.02	0.5937	0.6951	-3	11	-3	11	plus	plus	gain	0.1719
chr16:53763996C>G.1	MAFK	M4626_1.02	cisbp_1.02	0.6362	0.5839	-4	10	-6	8	minus	minus	loss	-0.0780
chr16:53763996C>G.1	MAX	M4627_1.02	cisbp_1.02	0.7075	0.7075	-9	0	-9	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	MAX	M4628_1.02	cisbp_1.02	0.7059	0.7059	-9	0	-9	0	plus	plus	NA	0.0000
chr16:53763996C>G.1	NFE2	M4629_1.02	cisbp_1.02	0.6550	0.7084	-8	8	-8	8	minus	minus	gain	0.0942
chr16:53763996C>G.1	USF1	M4637_1.02	cisbp_1.02	0.6577	0.6535	-12	1	-12	1	minus	minus	loss	-0.0066
chr16:53763996C>G.1	USF2	M4638_1.02	cisbp_1.02	0.6554	0.6554	-12	0	-12	0	minus	minus	NA	0.0000
chr16:53763996C>G.1	MYC	M4643_1.02	cisbp_1.02	0.7196	0.7196	-8	-1	-8	-1	minus	minus	NA	0.0000
chr16:53763996C>G.1	MYC	M4645_1.02	cisbp_1.02	0.7013	0.7013	-11	-1	-11	-1	plus	plus	NA	0.0000
chr16:53763996C>G.1	MAX	M4646_1.02	cisbp_1.02	0.7226	0.7084	-9	1	-9	1	minus	minus	loss	-0.0261
chr16:53763996C>G.1	MXI1	M4678_1.02	cisbp_1.02	0.6405	0.6520	-14	0	1	15	minus	plus	gain	0.0178
chr16:53763996C>G.1	MXI1	M4679_1.02	cisbp_1.02	0.7323	0.7323	-9	-2	-9	-2	minus	minus	NA	0.0000
chr16:53763996C>G.1	BACH1	M4680_1.02	cisbp_1.02	0.6338	0.6613	3	10	-6	1	plus	plus	gain	0.0434
